InvoiceId	InvoiceDate	BillingAddress	Total	CustomerName
267	2012-03-24 00:00:00	230 Elgin Street Ottawa ON Canada K2P 1L7	1.98	Edward Francis
268	2012-03-25 00:00:00	696 Osborne Street Winnipeg MB Canada R3L 2B9	3.96	Aaron Mitchell
269	2012-03-26 00:00:00	Tauentzienstraße 8 Berlin  Germany 10789	5.94	Hannah Schneider
270	2012-03-29 00:00:00	9, Place Louis Barthou Bordeaux  France 33000	8.91	Wyatt Girard
271	2012-04-03 00:00:00	Celsiusg. 9 Stockholm  Sweden 11230	13.86	Joakim Johansson
272	2012-04-11 00:00:00	Rilská 3174/6 Prague  Czech Republic 14300	0.99	Helena Holý
273	2012-04-24 00:00:00	Rotenturmstraße 4, 1010 Innere Stadt Vienne  Austria 1010	1.98	Astrid Gruber
274	2012-04-24 00:00:00	Sønder Boulevard 51 Copenhagen  Denmark 1720	1.98	Kara Nielsen
275	2012-04-25 00:00:00	Av. Paulista, 2022 São Paulo SP Brazil 01310-200	3.96	Alexandre Rocha
276	2012-04-26 00:00:00	700 W Pender Street Vancouver BC Canada V6C 1G8	5.94	Jennifer Peterson
277	2012-04-29 00:00:00	801 W 4th Street Reno NV USA 89503	8.91	Kathy Chase
278	2012-05-04 00:00:00	230 Elgin Street Ottawa ON Canada K2P 1L7	13.86	Edward Francis
279	2012-05-12 00:00:00	Porthaninkatu 9 Helsinki  Finland 00530	0.99	Terhi Hämäläinen
280	2012-05-25 00:00:00	Erzsébet krt. 58. Budapest  Hungary H-1073	1.98	Ladislav Kovács
281	2012-05-25 00:00:00	Via Degli Scipioni, 43 Rome RM Italy 00192	1.98	Lucas Mancini
282	2012-05-26 00:00:00	Ordynacka 10 Warsaw  Poland 00-358	3.96	Stanisław Wójcik
283	2012-05-27 00:00:00	113 Lupus St London  United Kingdom SW1V 3EN	5.94	Phil Hughes
284	2012-05-30 00:00:00	3,Raj Bhavan Road Bangalore  India 560001	8.91	Puja Srivastava
285	2012-06-04 00:00:00	Sønder Boulevard 51 Copenhagen  Denmark 1720	13.86	Kara Nielsen
286	2012-06-12 00:00:00	69 Salem Street Boston MA USA 2113	0.99	John Gordon
287	2012-06-25 00:00:00	162 E Superior Street Chicago IL USA 60611	1.98	Frank Ralston
288	2012-06-25 00:00:00	2211 W Berry Street Fort Worth TX USA 76110	1.98	Richard Cunningham
289	2012-06-26 00:00:00	302 S 700 E Salt Lake City UT USA 84102	3.96	Julia Barnett
290	2012-06-27 00:00:00	696 Osborne Street Winnipeg MB Canada R3L 2B9	5.94	Aaron Mitchell
291	2012-06-30 00:00:00	Barbarossastraße 19 Berlin  Germany 10779	8.91	Niklas Schröder
292	2012-07-05 00:00:00	Via Degli Scipioni, 43 Rome RM Italy 00192	13.86	Lucas Mancini
293	2012-07-13 00:00:00	Theodor-Heuss-Straße 34 Stuttgart  Germany 70174	0.99	Leonie Köhler
294	2012-07-26 00:00:00	1498 rue Bélanger Montréal QC Canada H2G 1A7	1.98	François Tremblay
295	2012-07-26 00:00:00	Klanova 9/506 Prague  Czech Republic 14700	1.98	František Wichterlová
296	2012-07-27 00:00:00	Rotenturmstraße 4, 1010 Innere Stadt Vienne  Austria 1010	3.96	Astrid Gruber
297	2012-07-28 00:00:00	Av. Paulista, 2022 São Paulo SP Brazil 01310-200	5.94	Alexandre Rocha
298	2012-07-31 00:00:00	1 Microsoft Way Redmond WA USA 98052-8300	10.91	Jack Smith
299	2012-08-05 00:00:00	2211 W Berry Street Fort Worth TX USA 76110	23.86	Richard Cunningham
300	2012-08-13 00:00:00	8, Rue Hanovre Paris  France 75002	0.99	Dominique Lefebvre
301	2012-08-26 00:00:00	11, Place Bellecour Lyon  France 69002	1.98	Marc Dubois
302	2012-08-26 00:00:00	68, Rue Jouvence Dijon  France 21000	1.98	Isabelle Mercier
303	2012-08-27 00:00:00	Erzsébet krt. 58. Budapest  Hungary H-1073	3.96	Ladislav Kovács
304	2012-08-28 00:00:00	Ordynacka 10 Warsaw  Poland 00-358	5.94	Stanisław Wójcik
305	2012-08-31 00:00:00	421 Bourke Street Sidney NSW Australia 2010	8.91	Mark Taylor
306	2012-09-05 00:00:00	Klanova 9/506 Prague  Czech Republic 14700	16.86	František Wichterlová
307	2012-09-13 00:00:00	1 Infinite Loop Cupertino CA USA 95014	1.99	Tim Goyer
308	2012-09-26 00:00:00	541 Del Medio Avenue Mountain View CA USA 94040-111	3.98	Dan Miller
309	2012-09-26 00:00:00	120 S Orange Ave Orlando FL USA 32801	3.98	Heather Leacock
310	2012-09-27 00:00:00	162 E Superior Street Chicago IL USA 60611	7.96	Frank Ralston
311	2012-09-28 00:00:00	302 S 700 E Salt Lake City UT USA 84102	11.94	Julia Barnett
312	2012-10-01 00:00:00	Rua da Assunção 53 Lisbon  Portugal 	10.91	João Fernandes
313	2012-10-06 00:00:00	68, Rue Jouvence Dijon  France 21000	16.86	Isabelle Mercier
314	2012-10-14 00:00:00	Calle Lira, 198 Santiago  Chile 	0.99	Luis Rojas
315	2012-10-27 00:00:00	12,Community Centre Delhi  India 110017	1.98	Manoj Pareek
316	2012-10-27 00:00:00	Av. Brigadeiro Faria Lima, 2170 São José dos Campos SP Brazil 12227-000	1.98	Luís Gonçalves
317	2012-10-28 00:00:00	1498 rue Bélanger Montréal QC Canada H2G 1A7	3.96	François Tremblay
318	2012-10-29 00:00:00	Rotenturmstraße 4, 1010 Innere Stadt Vienne  Austria 1010	5.94	Astrid Gruber
319	2012-11-01 00:00:00	Qe 7 Bloco G Brasília DF Brazil 71020-677	8.91	Fernanda Ramos
320	2012-11-06 00:00:00	120 S Orange Ave Orlando FL USA 32801	13.86	Heather Leacock
321	2012-11-14 00:00:00	Tauentzienstraße 8 Berlin  Germany 10789	0.99	Hannah Schneider
322	2012-11-27 00:00:00	Berger Straße 10 Frankfurt  Germany 60316	1.98	Fynn Zimmermann
323	2012-11-27 00:00:00	4, Rue Milton Paris  France 75009	1.98	Camille Bernard
324	2012-11-28 00:00:00	11, Place Bellecour Lyon  France 69002	3.96	Marc Dubois
325	2012-11-29 00:00:00	Erzsébet krt. 58. Budapest  Hungary H-1073	5.94	Ladislav Kovács
326	2012-12-02 00:00:00	Celsiusg. 9 Stockholm  Sweden 11230	8.91	Joakim Johansson
327	2012-12-07 00:00:00	Av. Brigadeiro Faria Lima, 2170 São José dos Campos SP Brazil 12227-000	13.86	Luís Gonçalves
328	2012-12-15 00:00:00	700 W Pender Street Vancouver BC Canada V6C 1G8	0.99	Jennifer Peterson
329	2012-12-28 00:00:00	1600 Amphitheatre Parkway Mountain View CA USA 94043-1351	1.98	Frank Harris
330	2012-12-28 00:00:00	627 Broadway New York NY USA 10012-2612	1.98	Michelle Brooks
331	2012-12-29 00:00:00	541 Del Medio Avenue Mountain View CA USA 94040-111	3.96	Dan Miller
332	2012-12-30 00:00:00	162 E Superior Street Chicago IL USA 60611	5.94	Frank Ralston
333	2013-01-02 00:00:00	230 Elgin Street Ottawa ON Canada K2P 1L7	8.91	Edward Francis
334	2013-01-07 00:00:00	4, Rue Milton Paris  France 75009	13.86	Camille Bernard
335	2013-01-15 00:00:00	113 Lupus St London  United Kingdom SW1V 3EN	0.99	Phil Hughes
336	2013-01-28 00:00:00	110 Raeburn Pl Edinburgh   United Kingdom EH4 1HH	1.98	Steve Murray
337	2013-01-28 00:00:00	307 Macacha Güemes Buenos Aires  Argentina 1106	1.98	Diego Gutiérrez
338	2013-01-29 00:00:00	12,Community Centre Delhi  India 110017	3.96	Manoj Pareek
339	2013-01-30 00:00:00	1498 rue Bélanger Montréal QC Canada H2G 1A7	5.94	François Tremblay
340	2013-02-02 00:00:00	Sønder Boulevard 51 Copenhagen  Denmark 1720	8.91	Kara Nielsen
341	2013-02-07 00:00:00	627 Broadway New York NY USA 10012-2612	13.86	Michelle Brooks
342	2013-02-15 00:00:00	696 Osborne Street Winnipeg MB Canada R3L 2B9	0.99	Aaron Mitchell
343	2013-02-28 00:00:00	5112 48 Street Yellowknife NT Canada X1A 1N6	1.98	Ellie Sullivan
344	2013-02-28 00:00:00	Rua dos Campeões Europeus de Viena, 4350 Porto  Portugal 	1.98	Madalena Sampaio
345	2013-03-01 00:00:00	Berger Straße 10 Frankfurt  Germany 60316	3.96	Fynn Zimmermann
346	2013-03-02 00:00:00	11, Place Bellecour Lyon  France 69002	5.94	Marc Dubois
347	2013-03-05 00:00:00	Via Degli Scipioni, 43 Rome RM Italy 00192	8.91	Lucas Mancini
348	2013-03-10 00:00:00	307 Macacha Güemes Buenos Aires  Argentina 1106	13.86	Diego Gutiérrez
349	2013-03-18 00:00:00	Av. Paulista, 2022 São Paulo SP Brazil 01310-200	0.99	Alexandre Rocha
350	2013-03-31 00:00:00	Praça Pio X, 119 Rio de Janeiro RJ Brazil 20040-020	1.98	Roberto Almeida
351	2013-03-31 00:00:00	8210 111 ST NW Edmonton AB Canada T6G 2C7	1.98	Mark Philips
352	2013-04-01 00:00:00	1600 Amphitheatre Parkway Mountain View CA USA 94043-1351	3.96	Frank Harris
353	2013-04-02 00:00:00	541 Del Medio Avenue Mountain View CA USA 94040-111	5.94	Dan Miller
354	2013-04-05 00:00:00	2211 W Berry Street Fort Worth TX USA 76110	8.91	Richard Cunningham
355	2013-04-10 00:00:00	Rua dos Campeões Europeus de Viena, 4350 Porto  Portugal 	13.86	Madalena Sampaio
356	2013-04-18 00:00:00	Ordynacka 10 Warsaw  Poland 00-358	0.99	Stanisław Wójcik
357	2013-05-01 00:00:00	C/ San Bernardo 85 Madrid  Spain 28015	1.98	Enrique Muñoz
358	2013-05-01 00:00:00	202 Hoxton Street London  United Kingdom N1 5LH	1.98	Emma Jones
359	2013-05-02 00:00:00	110 Raeburn Pl Edinburgh   United Kingdom EH4 1HH	3.96	Steve Murray
360	2013-05-03 00:00:00	12,Community Centre Delhi  India 110017	5.94	Manoj Pareek
361	2013-05-06 00:00:00	Klanova 9/506 Prague  Czech Republic 14700	8.91	František Wichterlová
362	2013-05-11 00:00:00	8210 111 ST NW Edmonton AB Canada T6G 2C7	13.86	Mark Philips
363	2013-05-19 00:00:00	302 S 700 E Salt Lake City UT USA 84102	0.99	Julia Barnett
364	2013-06-01 00:00:00	796 Dundas Street West Toronto ON Canada M6J 1V1	1.98	Robert Brown
365	2013-06-01 00:00:00	194A Chain Lake Drive Halifax NS Canada B3S 1C5	1.98	Martha Silk
366	2013-06-02 00:00:00	5112 48 Street Yellowknife NT Canada X1A 1N6	3.96	Ellie Sullivan
367	2013-06-03 00:00:00	Berger Straße 10 Frankfurt  Germany 60316	5.94	Fynn Zimmermann
368	2013-06-06 00:00:00	68, Rue Jouvence Dijon  France 21000	8.91	Isabelle Mercier
369	2013-06-11 00:00:00	202 Hoxton Street London  United Kingdom N1 5LH	13.86	Emma Jones
370	2013-06-19 00:00:00	Rotenturmstraße 4, 1010 Innere Stadt Vienne  Austria 1010	0.99	Astrid Gruber
371	2013-07-02 00:00:00	Grétrystraat 63 Brussels  Belgium 1000	1.98	Daan Peeters
372	2013-07-02 00:00:00	Rua Dr. Falcão Filho, 155 São Paulo SP Brazil 01007-010	1.98	Eduardo Martins
373	2013-07-03 00:00:00	Praça Pio X, 119 Rio de Janeiro RJ Brazil 20040-020	3.96	Roberto Almeida
374	2013-07-04 00:00:00	1600 Amphitheatre Parkway Mountain View CA USA 94043-1351	5.94	Frank Harris
375	2013-07-07 00:00:00	120 S Orange Ave Orlando FL USA 32801	8.91	Heather Leacock
376	2013-07-12 00:00:00	194A Chain Lake Drive Halifax NS Canada B3S 1C5	13.86	Martha Silk
377	2013-07-20 00:00:00	Erzsébet krt. 58. Budapest  Hungary H-1073	0.99	Ladislav Kovács
378	2013-08-02 00:00:00	3 Chatham Street Dublin Dublin Ireland 	1.98	Hugh O'Reilly
379	2013-08-02 00:00:00	Lijnbaansgracht 120bg Amsterdam VV Netherlands 1016	1.98	Johannes Van der Berg
380	2013-08-03 00:00:00	C/ San Bernardo 85 Madrid  Spain 28015	3.96	Enrique Muñoz
381	2013-08-04 00:00:00	110 Raeburn Pl Edinburgh   United Kingdom EH4 1HH	5.94	Steve Murray
382	2013-08-07 00:00:00	Av. Brigadeiro Faria Lima, 2170 São José dos Campos SP Brazil 12227-000	8.91	Luís Gonçalves
383	2013-08-12 00:00:00	Rua Dr. Falcão Filho, 155 São Paulo SP Brazil 01007-010	13.86	Eduardo Martins
384	2013-08-20 00:00:00	162 E Superior Street Chicago IL USA 60611	0.99	Frank Ralston
385	2013-09-02 00:00:00	319 N. Frances Street Madison WI USA 53703	1.98	Victor Stevens
386	2013-09-02 00:00:00	1033 N Park Ave Tucson AZ USA 85719	1.98	Patrick Gray
387	2013-09-03 00:00:00	796 Dundas Street West Toronto ON Canada M6J 1V1	3.96	Robert Brown
388	2013-09-04 00:00:00	5112 48 Street Yellowknife NT Canada X1A 1N6	5.94	Ellie Sullivan
389	2013-09-07 00:00:00	4, Rue Milton Paris  France 75009	8.91	Camille Bernard
390	2013-09-12 00:00:00	Lijnbaansgracht 120bg Amsterdam VV Netherlands 1016	13.86	Johannes Van der Berg
391	2013-09-20 00:00:00	1498 rue Bélanger Montréal QC Canada H2G 1A7	0.99	François Tremblay
392	2013-10-03 00:00:00	Ullevålsveien 14 Oslo  Norway 0171	1.98	Bjørn Hansen
393	2013-10-03 00:00:00	Rilská 3174/6 Prague  Czech Republic 14300	1.98	Helena Holý
394	2013-10-04 00:00:00	Grétrystraat 63 Brussels  Belgium 1000	3.96	Daan Peeters
395	2013-10-05 00:00:00	Praça Pio X, 119 Rio de Janeiro RJ Brazil 20040-020	5.94	Roberto Almeida
396	2013-10-08 00:00:00	627 Broadway New York NY USA 10012-2612	8.91	Michelle Brooks
397	2013-10-13 00:00:00	1033 N Park Ave Tucson AZ USA 85719	13.86	Patrick Gray
398	2013-10-21 00:00:00	11, Place Bellecour Lyon  France 69002	0.99	Marc Dubois
399	2013-11-03 00:00:00	9, Place Louis Barthou Bordeaux  France 33000	1.98	Wyatt Girard
400	2013-11-03 00:00:00	Porthaninkatu 9 Helsinki  Finland 00530	1.98	Terhi Hämäläinen
401	2013-11-04 00:00:00	3 Chatham Street Dublin Dublin Ireland 	3.96	Hugh O'Reilly
402	2013-11-05 00:00:00	C/ San Bernardo 85 Madrid  Spain 28015	5.94	Enrique Muñoz
403	2013-11-08 00:00:00	307 Macacha Güemes Buenos Aires  Argentina 1106	8.91	Diego Gutiérrez
404	2013-11-13 00:00:00	Rilská 3174/6 Prague  Czech Republic 14300	25.86	Helena Holý
405	2013-11-21 00:00:00	541 Del Medio Avenue Mountain View CA USA 94040-111	0.99	Dan Miller
406	2013-12-04 00:00:00	801 W 4th Street Reno NV USA 89503	1.98	Kathy Chase
407	2013-12-04 00:00:00	69 Salem Street Boston MA USA 2113	1.98	John Gordon
408	2013-12-05 00:00:00	319 N. Frances Street Madison WI USA 53703	3.96	Victor Stevens
409	2013-12-06 00:00:00	796 Dundas Street West Toronto ON Canada M6J 1V1	5.94	Robert Brown
410	2013-12-09 00:00:00	Rua dos Campeões Europeus de Viena, 4350 Porto  Portugal 	8.91	Madalena Sampaio
411	2013-12-14 00:00:00	Porthaninkatu 9 Helsinki  Finland 00530	13.86	Terhi Hämäläinen
412	2013-12-22 00:00:00	12,Community Centre Delhi  India 110017	1.99	Manoj Pareek
